1747 1584 1582 1964 419 2011 4276 3875 1605 3286 7766 
2873 1953 951 2006 1126 1563 1995 3570 3015 2959 1851 
1211 2067 1671 1845 2574 1045 1366 1746 4917 4304 5747 
1302 2534 2463 856 783 1803 2859 1636 3502 6345 5040 
2756 1468 1943 2039 1028 988 2797 855 1805 2949 8786 
6866 2424 1295 1079 2860 2120 1214 1977 4101 1685 15205 
5045 2175 1102 1182 1233 930 1480 1514 3402 4055 6647 
1775 3497 711 1366 1206 1926 3422 3304 6529 2058 4910 
5411 6021 2157 1194 504 1446 2032 3591 3500 3742 6877 
1479 1915 3744 823 716 2373 2212 2702 1583 3935 3808 
2765 1197 1255 1852 1312 1131 2226 1563 3526 3986 6040 
1624 1833 2262 1118 1009 2138 992 1035 2358 3246 13737 
961 1513 631 1118 1566 421 2193 2275 2489 3082 4084 
3146 1586 1294 1285 2567 1534 3811 2226 2224 1560 4604 
4319 1545 777 3232 1013 990 3530 3318 2368 3717 5965 
6748 1251 1404 2068 663 1275 1735 1981 10524 5762 10670 
1860 2288 1932 493 326 829 833 3673 2655 2012 3990 
2841 864 1865 2118 800 524 2417 2082 3356 3568 7341 
6770 2467 1467 940 1157 594 1222 957 5095 2457 6278 
2118 709 973 2373 2755 729 965 1692 3001 2804 6894 
1269 2976 742 4155 1059 1042 2209 2746 4645 4053 11131 
1734 3272 1215 477 3102 2280 1750 4506 1791 2988 7651 
3704 893 1589 3528 794 1399 2713 3401 4670 2391 6063 
2953 1087 2430 1480 789 1749 2193 619 2710 5261 3607 
6628 1284 663 667 1336 1081 1387 970 1751 4795 7442 
2238 1935 1485 881 1900 567 2166 1509 5372 6059 6446 
1831 2880 568 856 1047 882 2650 2146 2655 4239 4295 
2448 2474 815 1787 2032 858 3915 2461 1882 6829 8245 
6721 8262 2489 704 769 920 2497 1036 3246 5919 2003 
1373 970 987 684 2126 1918 749 2175 1485 3441 7466 
4831 988 2851 1659 1125 955 964 1562 3128 2806 2941 
3127 2746 1504 1392 1367 2695 3114 2249 1733 2794 3400 
5231 1939 2864 1114 1005 512 1045 2844 2468 2489 6240 
3579 848 683 1029 945 1723 929 1435 2687 6709 7774 
3182 1384 940 1166 572 1403 1555 886 1112 5514 3084 
2423 378 2297 2130 1197 418 3213 3019 1754 5637 7704 
2541 536 718 880 1421 608 1678 5764 2938 4391 4733 
4479 1448 1621 719 2201 2097 720 2394 1431 4902 16292 
3187 1899 1971 742 943 738 1343 1505 2996 2447 2341 
1002 1372 2318 1178 3090 981 2033 1843 1934 2802 1636 
2717 1123 1718 1019 1063 1087 1286 1706 1116 3674 4217 
3997 2691 1468 587 1635 838 1623 2742 5505 4381 6149 
1307 4719 892 3081 2608 1112 809 726 2959 3229 4631 
6897 789 1472 1061 2422 1998 1786 1943 4383 2244 5082 
6853 1926 851 1656 2831 1851 1045 2043 2792 1529 4580 
1445 1225 1066 2462 465 1078 1900 1071 2527 6431 6271 
4329 479 1787 1273 817 2110 1740 6332 1201 4484 6064 
1447 5949 1568 442 808 1020 3056 2421 3349 3757 6035 
3558 2563 1652 1493 1503 2939 1150 2360 2018 3465 7732 
